"country" "District" "year" "n" "x" "Locus" "min_year" "nobs" "adj_year" "prev" "wt_med" "lrsmed" "predict_stan" "predict_stan_prev"
"1" "Cambodia" "Battambang" 2008 20 9 "C580Y" 2008 2 0 0.45 NA -0.200670695462151 NA NA
"2" "Cambodia" "Battambang" 2009 31 23 "C580Y" 2008 2 1 0.741935483870968 NA 1.05605267424931 NA NA
"3" "Cambodia" "Pailin" 2007 3 0 "C580Y" 2008 8 -1 0 NA NA NA NA
"4" "Cambodia" "Pailin" 2008 24 14 "C580Y" 2008 8 0 0.583333333333333 5.83333333333333 0.336472236621213 0.164853335245156 54.1120250172979
"5" "Cambodia" "Pailin" 2009 13 4 "C580Y" 2008 8 1 0.307692307692308 2.76923076923077 -0.810930216216329 0.528999419066687 62.9249712130786
"6" "Cambodia" "Pailin" 2010 10 9 "C580Y" 2008 8 2 0.9 0.9 2.19722457733622 0.920160230337133 71.5074752611652
"7" "Cambodia" "Pailin" 2011 49 41 "C580Y" 2008 8 3 0.836734693877551 6.69387755102041 1.63413052502447 1.26948435675185 78.0654465513186
"8" "Cambodia" "Pailin" 2012 31 27 "C580Y" 2008 8 4 0.870967741935484 3.48387096774194 1.90954250488444 1.63101782716108 83.6309023188773
"9" "Cambodia" "Pailin" 2015 15 14 "C580Y" 2008 8 7 0.933333333333333 0.933333333333333 2.63905732961526 2.71385473933714 93.7839247196363
"10" "Cambodia" "Pailin" 2016 22 22 "C580Y" 2008 8 8 0.99 0.488636363636364 4.59511985013459 3.06005287081876 95.5214558802704
"11" "Cambodia" "Pailin" 2017 24 22 "C580Y" 2008 8 9 0.916666666666667 1.83333333333333 2.39789527279837 3.420995453903 96.8354290793752
"12" "Cambodia" "Preah Vihear" 2011 73 16 "C580Y" 2011 6 0 0.219178082191781 12.4931506849315 -1.27046254559477 -1.53686759282 17.6991096077181
"13" "Cambodia" "Preah Vihear" 2012 41 7 "C580Y" 2011 6 1 0.170731707317073 5.80487804878049 -1.58045037556085 -0.846105689303717 30.0250415605522
"14" "Cambodia" "Preah Vihear" 2013 20 8 "C580Y" 2011 6 2 0.4 4.8 -0.405465108108164 -0.151759783008562 46.2132703275472
"15" "Cambodia" "Preah Vihear" 2014 7 6 "C580Y" 2011 6 3 0.857142857142857 0.857142857142857 1.79175946922805 0.558049122957674 63.6001024926461
"16" "Cambodia" "Preah Vihear" 2015 3 2 "C580Y" 2011 6 4 0.666666666666667 0.666666666666667 0.693147180559945 1.22742245158181 77.3367124637112
"17" "Cambodia" "Preah Vihear" 2016 5 5 "C580Y" 2011 6 5 0.99 0.45 4.59511985013459 1.94929220824194 87.5369443816066
"18" "Cambodia" "Pursat" 2007 26 4 "C580Y" 2007 11 0 0.153846153846154 3.38461538461539 -1.70474809223843 -1.01356490159887 26.6282773574581
"19" "Cambodia" "Pursat" 2009 19 6 "C580Y" 2007 11 2 0.315789473684211 4.10526315789474 -0.773189888233482 -0.326271460746444 41.9148109783749
"20" "Cambodia" "Pursat" 2010 107 57 "C580Y" 2007 11 3 0.532710280373832 26.6355140186916 0.131028262406404 0.017029575984758 50.425729110986
"21" "Cambodia" "Pursat" 2011 101 65 "C580Y" 2007 11 4 0.643564356435644 23.1683168316832 0.590868331439527 0.355203341408255 58.7878804373265
"22" "Cambodia" "Pursat" 2012 30 20 "C580Y" 2007 11 5 0.666666666666667 6.66666666666667 0.693147180559945 0.688343297438842 66.559828374103
"23" "Cambodia" "Pursat" 2013 42 26 "C580Y" 2007 11 6 0.619047619047619 9.90476190476191 0.485507815781701 1.02890178219238 73.6702928014774
"24" "Cambodia" "Pursat" 2014 33 29 "C580Y" 2007 11 7 0.878787878787879 3.51515151515152 1.98100146886658 1.37135006522559 79.7598189346112
"25" "Cambodia" "Pursat" 2015 18 15 "C580Y" 2007 11 8 0.833333333333333 2.5 1.6094379124341 1.72314638098466 84.8533666315386
"26" "Cambodia" "Pursat" 2016 52 48 "C580Y" 2007 11 9 0.923076923076923 3.69230769230769 2.484906649788 2.03964796059653 88.489741619869
"27" "Cambodia" "Pursat" 2017 29 24 "C580Y" 2007 11 10 0.827586206896552 4.13793103448276 1.56861591791385 2.39287000104736 91.6281987084347
"28" "Cambodia" "Pursat" 2018 3 3 "C580Y" 2007 11 11 0.99 0.416666666666667 4.59511985013459 2.74036882183063 93.9367106906107
"29" "Cambodia" "Ratanakiri" 2010 50 1 "C580Y" 2010 8 0 0.02 0.98 -3.89182029811063 -3.75454723524904 2.28755082868574
"30" "Cambodia" "Ratanakiri" 2011 78 4 "C580Y" 2010 8 1 0.0512820512820513 3.7948717948718 -2.91777073208428 -3.01565000347249 4.67238449406219
"31" "Cambodia" "Ratanakiri" 2012 27 2 "C580Y" 2010 8 2 0.0740740740740741 1.85185185185185 -2.52572864430826 -2.27288314985601 9.33938055451593
"32" "Cambodia" "Ratanakiri" 2013 13 1 "C580Y" 2010 8 3 0.0769230769230769 0.923076923076923 -2.484906649788 -1.52479142038603 17.8757041712277
"33" "Cambodia" "Ratanakiri" 2014 26 2 "C580Y" 2010 8 4 0.0769230769230769 1.84615384615385 -2.484906649788 -0.779855340846546 31.4351064258731
"34" "Cambodia" "Ratanakiri" 2016 80 59 "C580Y" 2010 8 6 0.7375 15.4875 1.0330150061823 0.717704782001945 67.2101394325613
"35" "Cambodia" "Ratanakiri" 2017 73 59 "C580Y" 2010 8 7 0.808219178082192 11.3150684931507 1.43848011429046 1.44857423059955 80.9778909700105
"36" "Cambodia" "Ratanakiri" 2018 5 3 "C580Y" 2010 8 8 0.6 1.2 0.405465108108164 2.18925226778571 89.9280200567295
"37" "Cambodia" "Stueng Traeng" 2016 29 28 "C580Y" 2016 2 0 0.96551724137931 NA 3.33220451017521 NA NA
"38" "Cambodia" "Stueng Traeng" 2017 21 20 "C580Y" 2016 2 1 0.952380952380952 NA 2.99573227355399 NA NA
"39" "Laos" "Attapeu" 2011 59 0 "C580Y" 2017 2 -6 0 NA NA NA NA
"40" "Laos" "Attapeu" 2012 25 0 "C580Y" 2017 2 -5 0 NA NA NA NA
"41" "Laos" "Attapeu" 2017 65 24 "C580Y" 2017 2 0 0.369230769230769 NA -0.535518236356362 NA NA
"42" "Laos" "Attapeu" 2018 54 31 "C580Y" 2017 2 1 0.574074074074074 NA 0.298492988555997 NA NA
"43" "Laos" "Champasak" 2017 92 73 "C580Y" 2017 2 0 0.793478260869565 NA 1.34602046198195 NA NA
"44" "Laos" "Champasak" 2018 113 62 "C580Y" 2017 2 1 0.548672566371681 NA 0.195308752320766 NA NA
"45" "Laos" "Salavan" 2017 100 25 "C580Y" 2017 2 0 0.25 NA -1.09861228866811 NA NA
"46" "Laos" "Salavan" 2018 42 12 "C580Y" 2017 2 1 0.285714285714286 NA -0.916290731874155 NA NA
"47" "Laos" "Savannakhet" 2010 36 0 "C580Y" 2017 2 -7 0 NA NA NA NA
"48" "Laos" "Savannakhet" 2017 249 7 "C580Y" 2017 2 0 0.0281124497991968 NA -3.54302757710137 NA NA
"49" "Laos" "Savannakhet" 2018 126 15 "C580Y" 2017 2 1 0.119047619047619 NA -2.00148000021012 NA NA
"50" "Laos" "Sekong" 2015 7 2 "C580Y" 2015 1 0 0.285714285714286 NA -0.916290731874155 NA NA
"51" "Laos" "Sekong" 2016 3 0 "C580Y" 2015 1 1 0 NA NA NA NA
"52" "Laos" "Sekong" 2017 12 0 "C580Y" 2015 1 2 0 NA NA NA NA
"53" "Laos" "Sekong" 2018 2 0 "C580Y" 2015 1 3 0 NA NA NA NA
"54" "Myanmar" "Kayin" 2015 1 0 "C580Y" 2016 2 -1 0 NA NA NA NA
"55" "Myanmar" "Kayin" 2016 366 7 "C580Y" 2016 2 0 0.0191256830601093 NA -3.93741223943297 NA NA
"56" "Myanmar" "Kayin" 2017 254 7 "C580Y" 2016 2 1 0.0275590551181102 NA -3.56347818757266 NA NA
"57" "Myanmar" "Rakhine" 2017 7 1 "C580Y" 2017 1 0 0.142857142857143 NA -1.79175946922805 NA NA
"58" "Myanmar" "Tanintharyi" 2011 50 13 "C580Y" 2011 1 0 0.26 NA -1.04596855518269 NA NA
"59" "Thailand" "Ranong" 2011 9 6 "C580Y" 2011 2 0 0.666666666666667 NA 0.693147180559945 NA NA
"60" "Thailand" "Ranong" 2012 11 1 "C580Y" 2011 2 1 0.0909090909090909 NA -2.30258509299405 NA NA
"61" "Thailand" "Sisakhet" 2011 5 3 "C580Y" 2011 6 0 0.6 1.2 0.405465108108164 -1.16270601118673 23.8175936586742
"62" "Thailand" "Sisakhet" 2012 12 2 "C580Y" 2011 6 1 0.166666666666667 1.66666666666667 -1.6094379124341 -0.264974670342678 43.4141219644146
"63" "Thailand" "Sisakhet" 2013 3 1 "C580Y" 2011 6 2 0.333333333333333 0.666666666666667 -0.693147180559945 0.632446385354143 65.3043965511479
"64" "Thailand" "Sisakhet" 2015 16 16 "C580Y" 2011 6 4 0.99 0.484375 4.59511985013459 2.42996612323538 91.9084013453095
"65" "Thailand" "Sisakhet" 2016 5 5 "C580Y" 2011 6 5 0.99 0.45 4.59511985013459 3.32457760732391 96.5262410047434
"66" "Thailand" "Sisakhet" 2017 18 18 "C580Y" 2011 6 6 0.99 0.486111111111111 4.59511985013459 4.22066289209748 98.5523736330646
"67" "Thailand" "Tak" 2001 35 0 "C580Y" 2011 5 -10 0 NA NA NA NA
"68" "Thailand" "Tak" 2002 50 0 "C580Y" 2011 5 -9 0 NA NA NA NA
"69" "Thailand" "Tak" 2003 76 0 "C580Y" 2011 5 -8 0 NA NA NA NA
"70" "Thailand" "Tak" 2004 74 0 "C580Y" 2011 5 -7 0 NA NA NA NA
"71" "Thailand" "Tak" 2005 48 0 "C580Y" 2011 5 -6 0 NA NA NA NA
"72" "Thailand" "Tak" 2006 2 0 "C580Y" 2011 5 -5 0 NA NA NA NA
"73" "Thailand" "Tak" 2007 27 0 "C580Y" 2011 5 -4 0 NA NA NA NA
"74" "Thailand" "Tak" 2008 261 0 "C580Y" 2011 5 -3 0 NA NA NA NA
"75" "Thailand" "Tak" 2009 16 0 "C580Y" 2011 5 -2 0 NA NA NA NA
"76" "Thailand" "Tak" 2010 14 0 "C580Y" 2011 5 -1 0 NA NA NA NA
"77" "Thailand" "Tak" 2011 47 5 "C580Y" 2011 5 0 0.106382978723404 4.46808510638298 -2.12823170584927 -1.48858741352525 18.4133843588335
"78" "Thailand" "Tak" 2012 93 28 "C580Y" 2011 5 1 0.301075268817204 19.5698924731183 -0.842182759720433 -0.800878401366404 30.983765166488
"79" "Thailand" "Tak" 2013 111 57 "C580Y" 2011 5 2 0.513513513513513 27.7297297297297 0.0540672212702756 -0.155953217074021 46.1090524877984
"80" "Thailand" "Tak" 2014 5 5 "C580Y" 2011 5 3 0.99 0.45 4.59511985013459 0.54899215301653 63.3901731212157
"81" "Thailand" "Tak" 2015 9 3 "C580Y" 2011 5 4 0.333333333333333 2 -0.693147180559945 1.20075298443289 76.86587081583
"82" "Thailand" "Tak" 2016 1 0 "C580Y" 2011 5 5 0 NA NA NA NA
"83" "Thailand" "Tak" 2017 1 0 "C580Y" 2011 5 6 0 NA NA NA NA
"84" "Vietnam" "Binh Phuoc" 2005 8 0 "C580Y" 2010 8 -5 0 NA NA NA NA
"85" "Vietnam" "Binh Phuoc" 2009 13 0 "C580Y" 2010 8 -1 0 NA NA NA NA
"86" "Vietnam" "Binh Phuoc" 2010 73 2 "C580Y" 2010 8 0 0.0273972602739726 1.94520547945205 -3.56953269648137 -3.05250343029214 4.51095162213398
